fips,feat,event_name,event_date,event_date_centered,target_before,target_diff_actual,target_diff_expected,intervention_effect,intervention_percent,neighbor_count,matched_diff_avg,matched_diff_std,change_in_stddevs,significant,cfips,mmwr_week,pblack,pfem,p65old,phisp,unemployment_rate_2018,ses,year,time,nw_var_2019,svar,lnurban,repvshare,ses3,anx_z,dep_z,ang_z
51013,Anxiety,First Covid Death,2020-03-29,2020-03-22,0.6869416988062907,0.07855128575282933,0.9010055145015006,-0.1355125299423805,-15.04,10,0.21406381569520988,0.1845858434705646,-1.5260245425850905,False,51013,52.0,10.050870895385742,50.082725524902344,4.71564245223999,15.414759635925293,2.0,3.154508590698242,2019.5047619047618,0.9965776889629308,0.19590352475643158,-0.08938731253147125,5.238409042358398,17.07065200805664,3,-0.2716085632420367,-0.15664102692334425,-0.31958622924229574
51013,Depression,First Covid Death,2020-03-29,2020-03-22,0.4436501405182761,0.20072436164227014,0.6911179144309263,-0.046743412270380036,-6.76,10,0.24746777391265012,0.10335963365870618,-0.3951845044705768,False,51013,52.0,10.050870895385742,50.082725524902344,4.71564245223999,15.414759635925293,2.0,3.154508590698242,2019.5047619047618,0.9965776889629308,0.19590352475643158,-0.08938731253147125,5.238409042358398,17.07065200805664,3,-0.2716085632420367,-0.15664102692334425,-0.31958622924229574
06083,Anxiety,First Covid Death,2020-04-02,2020-03-29,0.5701092584733196,-0.09363434025384565,0.5338037270725388,-0.057328808853064794,-10.74,9,-0.03630553140078085,0.20425566386339897,-0.4610716164100165,False,6083,27.0,3.2183728218078613,49.88029479980469,6.893490791320801,44.120513916015625,3.899999999999994,1.4052603244781494,2019.5047619047618,0.9965776889629308,9.909212531056255e-05,-0.01351133082062006,0.9255248308181763,32.812381744384766,3,0.039102754986379294,0.057422425052417174,-0.16500357645342037
06083,Depression,First Covid Death,2020-04-02,2020-03-29,0.40109919392632554,0.06842401634466011,0.5767976601749952,-0.10727444990400958,-18.6,9,0.17569846624866972,0.16973036197974525,-0.9725505637446742,False,6083,27.0,3.2183728218078613,49.88029479980469,6.893490791320801,44.120513916015625,3.899999999999994,1.4052603244781494,2019.5047619047618,0.9965776889629308,9.909212531056255e-05,-0.01351133082062006,0.9255248308181763,32.812381744384766,3,0.039102754986379294,0.057422425052417174,-0.16500357645342037
36065,Anxiety,First Covid Death,2020-04-01,2020-03-29,0.4019691909844988,-0.15944455842355054,0.23959707267418717,0.0029275598867610775,1.22,1,-0.16237211831031162,0.0,inf,True,36065,52.0,7.997157573699951,50.176483154296875,8.592293739318848,5.140234470367432,4.3999999999999915,0.2090992033481598,2019.5047619047618,0.9965776889629308,0.16838905215263367,-0.157867431640625,1.4042004346847534,56.22639846801758,2,-0.014105638132258761,0.06826590169442906,-0.04435753282492182
36065,Depression,First Covid Death,2020-04-01,2020-03-29,0.30985873917313933,0.1500323358411642,0.39316725337898517,0.06672382163531837,16.97,1,0.08330851420584584,0.0,inf,True,36065,52.0,7.997157573699951,50.176483154296875,8.592293739318848,5.140234470367432,4.3999999999999915,0.2090992033481598,2019.5047619047618,0.9965776889629308,0.16838905215263367,-0.157867431640625,1.4042004346847534,56.22639846801758,2,-0.014105638132258761,0.06826590169442906,-0.04435753282492182
06025,Anxiety,First Covid Death,2020-04-05,2020-03-29,0.9167227010675809,-0.3691556822949287,0.7303032759561412,-0.18273625718348896,-25.02,10,-0.18641942511143966,0.1923192800201439,-1.2089163908962137,False,6025,53.0,3.966050624847412,48.772979736328125,5.719925403594971,82.3126220703125,18.099999999999966,-1.7757318019866943,2019.5047619047618,0.9965776889629308,0.9573309421539307,0.605036199092865,-0.13708250224590302,36.73933410644531,1,0.4655552726748976,0.3459078329304854,0.32200441668697055
06025,Depression,First Covid Death,2020-04-05,2020-03-29,0.7096224769946909,-0.06922645825216456,0.7873726783842234,-0.14697665964169704,-18.67,10,0.07775020138953245,0.1268506876961713,-1.5709520270716897,False,6025,53.0,3.966050624847412,48.772979736328125,5.719925403594971,82.3126220703125,18.099999999999966,-1.7757318019866943,2019.5047619047618,0.9965776889629308,0.9573309421539307,0.605036199092865,-0.13708250224590302,36.73933410644531,1,0.4655552726748976,0.3459078329304854,0.32200441668697055
26049,Anxiety,First Covid Death,2020-03-26,2020-03-22,0.16315906677712272,0.5427081015938118,0.3077605902752499,0.39810657809568456,129.36,4,0.14460152349812716,0.19756627516774983,2.696689699577048,True,26049,24.0,22.17083168029785,51.76952362060547,7.618138313293457,3.219052791595459,4.8999999999999915,-0.1232926994562149,2019.5047619047618,0.9965776889629308,6.891580581665039,-0.6665463447570801,2.64640474319458,44.59432601928711,1,0.08277650972650874,0.16497951234424754,0.1326067488064014
26049,Depression,First Covid Death,2020-03-26,2020-03-22,0.06868321209129741,0.6214734294500976,0.43732187015589413,0.252834771385501,57.81,4,0.3686386580645967,0.1125582649512045,11.414013904132222,True,26049,24.0,22.17083168029785,51.76952362060547,7.618138313293457,3.219052791595459,4.8999999999999915,-0.1232926994562149,2019.5047619047618,0.9965776889629308,6.891580581665039,-0.6665463447570801,2.64640474319458,44.59432601928711,1,0.08277650972650874,0.16497951234424754,0.1326067488064014
42049,Anxiety,First Covid Death,2020-04-04,2020-03-29,0.7366558855226288,-0.11995954623527416,0.41540194092662985,0.20129439836072482,48.46,5,-0.321253944595999,0.14719725247527032,1.5340111047184444,False,42049,2.0,9.095532417297363,50.70978927612305,7.844452381134033,3.793855667114258,4.699999999999992,0.17927351593971252,2019.5047619047618,0.9965776889629308,0.06518112123012543,0.08383245021104813,1.3695918321609497,48.779937744140625,2,0.00938229560297692,0.1123744302695351,0.014520937691919417
42049,Depression,First Covid Death,2020-04-04,2020-03-29,0.5764023739059371,0.003244907129407726,0.6220644011909493,-0.042417120155604504,-6.82,5,0.04566202728501225,0.20108584502521734,-0.36435051868302315,False,42049,2.0,9.095532417297363,50.70978927612305,7.844452381134033,3.793855667114258,4.699999999999992,0.17927351593971252,2019.5047619047618,0.9965776889629308,0.06518112123012543,0.08383245021104813,1.3695918321609497,48.779937744140625,2,0.00938229560297692,0.1123744302695351,0.014520937691919417
48479,Anxiety,First Covid Death,2020-03-30,2020-03-29,0.6912882541621557,-0.28837396394487624,0.5341334443660968,-0.13121915414881735,-24.57,5,-0.15715480979605892,0.16934719830146133,-0.8430600847476364,False,48479,50.0,0.7429159283638,51.231964111328125,4.2166361808776855,95.57765197753906,3.800000000000007,-0.6225721836090088,2019.5047619047618,0.9965776889629308,4.451842687558383e-05,-0.00137493631336838,0.5390540957450867,37.864234924316406,1,0.38968314028212003,0.1423992347415714,0.1548014886721614
48479,Depression,First Covid Death,2020-03-30,2020-03-29,0.4472487328527624,0.01105193548013278,0.675480094865253,-0.21717942653235778,-32.15,5,0.22823136201249056,0.05486598731364057,-2.16452514117769,True,48479,50.0,0.7429159283638,51.231964111328125,4.2166361808776855,95.57765197753906,3.800000000000007,-0.6225721836090088,2019.5047619047618,0.9965776889629308,4.451842687558383e-05,-0.00137493631336838,0.5390540957450867,37.864234924316406,1,0.38968314028212003,0.1423992347415714,0.1548014886721614
